feature,pearson_corr,abs_pearson_corr,spearman_corr,abs_spearman_corr,feature_min,feature_max,feature_mean,feature_std,in_alpha_pack
ndwi_invalid_flag,0.005036007774306076,0.005036007774306076,0.004430331474613196,0.004430331474613196,0.0,1.0,0.004253125402758087,0.06507925365180027,False
elevation_m_clipped,0.013845313099614669,0.013845313099614669,0.0039047736240958924,0.0039047736240958924,0.0,2068.0,187.62443613867765,323.86411943205667,False
elevation_m_yeojohnson,0.009056903780326775,0.009056903780326775,0.0038938933392902234,0.0038938933392902234,-355.46248302963875,144.2204587291863,25.984856486091502,30.960198014273217,True
elevation_m,0.013817255785146311,0.013817255785146311,0.0038938933392902234,0.0038938933392902234,-79.56414869160984,2068.0,187.4045230712585,324.0089920819756,False
nearest_hospital_km,0.0002589149013878553,0.0002589149013878553,0.0019326321034344811,0.0019326321034344811,0.0,139.6247102126578,8.778708844347321,10.955715550711034,False
nearest_hospital_km_log1p,0.000881121306711182,0.000881121306711182,0.0019326321034344811,0.0019326321034344811,0.0,4.946094712246572,1.8582934495215027,0.9071033549121086,True
elevation_m_invalid_flag,0.0011819680796415117,0.0011819680796415117,0.0018592136492936511,0.0018592136492936511,0.0,1.0,0.005606392576362933,0.07466806693287259,False
nearest_evac_km,-0.0044274069736954195,0.0044274069736954195,-0.0018319680963920651,0.0018319680963920651,0.0,121.13918541571486,6.701065351855779,8.465111245312729,False
nearest_evac_km_log1p,-0.004224784279713579,0.004224784279713579,-0.0018319680963920651,0.0018319680963920651,0.0,4.8051612585056365,1.6498485343891647,0.8604509913869988,True
seasonal_index,0.0034153988316001733,0.0034153988316001733,0.0016940383179639782,0.0016940383179639782,-1.2879942328194578,1.3010282605519947,0.00549907960214811,0.71606698765159,True
latitude,-0.0007851534529853663,0.0007851534529853663,0.0014313213506774258,0.0014313213506774258,5.900326,9.949978,7.915734724964557,1.1714966445104098,True
ndvi,-0.0016360217021098664,0.0016360217021098664,-0.00105684421475966,0.00105684421475966,-0.763,1.595038941987546,0.17478958678433795,0.2815792080266939,False
ndvi_qmap,-0.0012189790005831427,0.0012189790005831427,-0.00105684421475966,0.00105684421475966,-3.602252970515197,5.19933758270342,7.359776231944098e-05,1.0031710201471602,True
ndvi_clipped,-0.0012349683440647228,0.0012349683440647228,-0.0010509499090111305,0.0010509499090111305,-0.763,1.0,0.17347209691970616,0.2767737057232869,False
built_up_percent_invalid_flag,-0.0038760586758884823,0.0038760586758884823,-0.00015855683772014406,0.00015855683772014406,0.0,1.0,0.0038664776388709883,0.06206267963101292,False
generation_date_missing,,,,,0.0,0.0,0.0,0.0,False
