district,count,mean,std,min,max,feature,place_name,landcover,soil_type,water_supply,electricity,road_quality,urban_rural,water_presence_flag,flood_occurrence_current_event,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date
,21,0.6071761904761905,0.18289266498348672,0.3092,1.0,place_name,Polawatta North,,,,,,,,,,,,
,22,0.6068227272727272,0.23489112154929143,0.155,1.0,place_name,Udarakanda South,,,,,,,,,,,,
,28,0.6066785714285715,0.19126000599754225,0.3704,1.0,place_name,Polawatta South,,,,,,,,,,,,
,17,0.6058911764705882,0.22326929664315562,0.26935,1.0,place_name,Kirimedura North,,,,,,,,,,,,
,24,0.6022458333333333,0.22158957503567886,0.2129,1.0,place_name,Galathota Central,,,,,,,,,,,,
,13,0.5961307692307692,0.29156213284254234,0.0818,1.0,place_name,Mahapitiya North,,,,,,,,,,,,
,16,0.593340625,0.28460290653162695,0.0,1.0,place_name,Ihalavila West,,,,,,,,,,,,
,28,0.5927125,0.2595768396280691,0.1306,1.0,place_name,Polawatta West,,,,,,,,,,,,
,18,0.5897777777777777,0.18948356301694028,0.3461,1.0,place_name,Welithota,,,,,,,,,,,,
,10,0.58738,0.29793091592962734,0.0,1.0,place_name,Kudanuwara West,,,,,,,,,,,,
,19,0.5869973684210527,0.2938592995114443,0.207,1.0,place_name,Panakanda East,,,,,,,,,,,,
,18,0.5865,0.2557596740738323,0.2066,1.0,place_name,Nayapola West,,,,,,,,,,,,
,13,0.5857692307692308,0.16409050416673204,0.3386,1.0,place_name,Kudagama Central,,,,,,,,,,,,
,29,0.5842637931034483,0.26123065577615767,0.0,1.0,place_name,Welivila,,,,,,,,,,,,
,18,0.5833527777777777,0.24634147179702442,0.0,0.9498,place_name,Kirivila West,,,,,,,,,,,,
,25,0.582832,0.2561546273249812,0.0144,1.0,place_name,Panawatta East,,,,,,,,,,,,
,15,0.5782766666666667,0.21102732631671411,0.3268,1.0,place_name,Pahalawatta East,,,,,,,,,,,,
,25,0.577896,0.2521756836017303,0.0371,1.0,place_name,Welinuwara West,,,,,,,,,,,,
,21,0.5761738095238096,0.2682779834514228,0.0,1.0,place_name,Ihalapitiya East,,,,,,,,,,,,
,16,0.57608125,0.25115435683725124,0.1334,1.0,place_name,Galakumbura South,,,,,,,,,,,,
,24,0.5712770833333333,0.24305634790381547,0.0504,1.0,place_name,Udaramedura,,,,,,,,,,,,
,27,0.5706555555555556,0.21515381319728757,0.1993,1.0,place_name,Ihalawatta Central,,,,,,,,,,,,
,14,0.57055,0.2069540147732564,0.2625,1.0,place_name,Udarathota East,,,,,,,,,,,,
,20,0.5689975,0.1883095020068096,0.2152,0.8812,place_name,Udumedura,,,,,,,,,,,,
,11,0.5678227272727273,0.2260696456444743,0.294,1.0,place_name,Udaragama North,,,,,,,,,,,,
,29,0.5673275862068966,0.24595906874424642,0.0,1.0,place_name,Pahalamedura North,,,,,,,,,,,,
,25,0.567294,0.2723229058795214,0.0,1.0,place_name,Kudapola East,,,,,,,,,,,,
,21,0.5668285714285715,0.18539554779675033,0.3002,1.0,place_name,Udaragama,,,,,,,,,,,,
,22,0.5666340909090909,0.21947270542216565,0.2698,0.9671,place_name,Pahalavila West,,,,,,,,,,,,
,22,0.5657545454545455,0.1888194772219089,0.1961,0.8763,place_name,Uduthota South,,,,,,,,,,,,
,19,0.5656973684210527,0.2801240788936635,0.13435,1.0,place_name,Polamedura West,,,,,,,,,,,,
,18,0.5652166666666667,0.219943066162453,0.2783,1.0,place_name,Welikanda Central,,,,,,,,,,,,
,16,0.565040625,0.2359570915927654,0.0,1.0,place_name,Polathota,,,,,,,,,,,,
,27,0.5634055555555556,0.3021424092190932,0.0,1.0,place_name,Kudathota East,,,,,,,,,,,,
,16,0.56338125,0.19850244068608658,0.2957,1.0,place_name,Welimedura South,,,,,,,,,,,,
,20,0.5627875,0.16701014456660376,0.3701,1.0,place_name,Panagama West,,,,,,,,,,,,
,24,0.5626958333333333,0.21018291511911955,0.1216,1.0,place_name,Kirigama East,,,,,,,,,,,,
,27,0.5626037037037037,0.2610698440021242,0.0179,1.0,place_name,Pahalakanda East,,,,,,,,,,,,
,16,0.56184375,0.21736806486924432,0.233,1.0,place_name,Welinuwara East,,,,,,,,,,,,
,16,0.56065625,0.2626016196161022,0.1762,1.0,place_name,Kirivila North,,,,,,,,,,,,
,23,0.5597826086956522,0.32084477364405295,0.0,1.0,place_name,Ihalakanda Central,,,,,,,,,,,,
,21,0.5595380952380952,0.3254906549752089,0.0,1.0,place_name,Kirigama South,,,,,,,,,,,,
,23,0.5586391304347826,0.2278669901881168,0.0,1.0,place_name,Ihalakumbura South,,,,,,,,,,,,
,16,0.55825625,0.2169856461266505,0.2172,1.0,place_name,Panapola West,,,,,,,,,,,,
,16,0.55785,0.2566934871268325,0.0,1.0,place_name,Polamedura East,,,,,,,,,,,,
,24,0.5576958333333334,0.20786395525662343,0.141,0.9405,place_name,Pahalanuwara East,,,,,,,,,,,,
,16,0.557303125,0.21824795796581922,0.1496,1.0,place_name,Pahalamedura,,,,,,,,,,,,
,21,0.5573,0.24145576820610437,0.1323,1.0,place_name,Galakanda West,,,,,,,,,,,,
,16,0.557159375,0.2003215259016946,0.136,1.0,place_name,Nayawatta South,,,,,,,,,,,,
,21,0.5570214285714286,0.239107474042233,0.2006,0.9988,place_name,Udupola North,,,,,,,,,,,,
,24,0.5560041666666666,0.2387793751182963,0.0,1.0,place_name,Pahalamulla Central,,,,,,,,,,,,
,23,0.5558782608695652,0.14852033517493252,0.24,0.8281,place_name,Kirimedura,,,,,,,,,,,,
,15,0.5558066666666667,0.21298996779414842,0.2691,1.0,place_name,Ihalanuwara Central,,,,,,,,,,,,
,17,0.5556205882352941,0.28191245042722457,0.0,1.0,place_name,Welipitiya East,,,,,,,,,,,,
,29,0.5551896551724138,0.23707395974497608,0.0,1.0,place_name,Udarakanda,,,,,,,,,,,,
,21,0.5549380952380952,0.2798248335587649,0.0,1.0,place_name,Nayapola South,,,,,,,,,,,,
,20,0.5528025,0.26328686400308493,0.0,1.0,place_name,Uduvila,,,,,,,,,,,,
,19,0.5525736842105263,0.3084806690181651,0.0094,1.0,place_name,Udupola West,,,,,,,,,,,,
,28,0.5524589285714285,0.21583953017855287,0.093,1.0,place_name,Welipitiya North,,,,,,,,,,,,
,13,0.5523846153846154,0.205121248071126,0.1184,0.8585,place_name,Nayakumbura Central,,,,,,,,,,,,
,18,0.5522805555555556,0.21173131637754328,0.2088,1.0,place_name,Kirithota Central,,,,,,,,,,,,
,20,0.552095,0.18294056692356617,0.2757,0.8819,place_name,Mahagama,,,,,,,,,,,,
,18,0.551925,0.17901108760435516,0.2788,0.9266,place_name,Kirikanda West,,,,,,,,,,,,
,20,0.55107,0.20041641938198265,0.1292,1.0,place_name,Mahamedura Central,,,,,,,,,,,,
,13,0.5507615384615385,0.26054717595367616,0.0,0.9444,place_name,Pahalavila South,,,,,,,,,,,,
,20,0.55046,0.2501945267397477,0.1171,1.0,place_name,Welithota Central,,,,,,,,,,,,
,12,0.5497416666666667,0.1455593315976393,0.3917,0.8029,place_name,Mahakumbura West,,,,,,,,,,,,
,17,0.548935294117647,0.2537537633740052,0.2032,1.0,place_name,Panamulla North,,,,,,,,,,,,
,15,0.5487633333333333,0.25477018668558826,0.0,1.0,place_name,Kudakanda South,,,,,,,,,,,,
,15,0.5482866666666666,0.2878615437687924,0.0241,1.0,place_name,Welipola,,,,,,,,,,,,
,22,0.5480068181818182,0.26244480430833755,0.0,1.0,place_name,Mahavila West,,,,,,,,,,,,
,17,0.5479735294117647,0.17718917337626672,0.3533,1.0,place_name,Ihalanuwara East,,,,,,,,,,,,
,21,0.5479119047619048,0.2492898483215682,0.1535,0.9871,place_name,Ihalathota,,,,,,,,,,,,
,17,0.5478,0.21915815636202093,0.0,1.0,place_name,Nayakanda South,,,,,,,,,,,,
,21,0.5474857142857142,0.23462804667327028,0.147,1.0,place_name,Kiripola South,,,,,,,,,,,,
,19,0.5471026315789473,0.1916211630576825,0.265,0.9194,place_name,Pahalakumbura West,,,,,,,,,,,,
,14,0.5470714285714285,0.2321420335403818,0.1998,1.0,place_name,Panapitiya Central,,,,,,,,,,,,
,17,0.5464617647058824,0.2607556360425239,0.0,1.0,place_name,Udaramulla West,,,,,,,,,,,,
,11,0.5463590909090908,0.33780289283706694,0.0,1.0,place_name,Polavila North,,,,,,,,,,,,
,11,0.546290909090909,0.23099355057899543,0.19755,0.9181,place_name,Kudanuwara East,,,,,,,,,,,,
,23,0.545204347826087,0.25012237092028095,0.1518,1.0,place_name,Galapola West,,,,,,,,,,,,
,24,0.54519375,0.25908907160367944,0.0,1.0,place_name,Polapola,,,,,,,,,,,,
,14,0.5444357142857142,0.2814009174090968,0.0332,1.0,place_name,Kiriwatta Central,,,,,,,,,,,,
,15,0.5443433333333334,0.18256409722406566,0.2505,0.8206,place_name,Nayawatta North,,,,,,,,,,,,
,17,0.5441294117647059,0.2901483602502043,0.0,1.0,place_name,Udaravila East,,,,,,,,,,,,
,18,0.5437972222222222,0.27083809927933294,0.0,0.9906,place_name,Panakanda South,,,,,,,,,,,,
,15,0.5437933333333334,0.2835340757214873,0.1457,1.0,place_name,Polagama North,,,,,,,,,,,,
,18,0.5432611111111112,0.2438170725549814,0.027,0.9755,place_name,Udarapitiya,,,,,,,,,,,,
,25,0.5430940000000001,0.22574748444519452,0.1396,0.9828,place_name,Udunuwara South,,,,,,,,,,,,
,14,0.5429142857142857,0.25379086137739737,0.079,1.0,place_name,Kirimedura East,,,,,,,,,,,,
,15,0.5428566666666667,0.23723022487709716,0.0,1.0,place_name,Ihalakanda,,,,,,,,,,,,
,18,0.5426416666666667,0.20905930783195584,0.0402,0.9169,place_name,Ihalakanda West,,,,,,,,,,,,
,21,0.5419166666666667,0.24152437420130776,0.0,1.0,place_name,Kudakanda,,,,,,,,,,,,
,21,0.5408095238095237,0.21560550759375768,0.0,0.9388,place_name,Weligama East,,,,,,,,,,,,
,26,0.5406730769230769,0.2256313410104054,0.1395,1.0,place_name,Ihalanuwara North,,,,,,,,,,,,
,15,0.5403033333333334,0.16421632777992512,0.2105,0.7813,place_name,Panakumbura West,,,,,,,,,,,,
,22,0.5394227272727273,0.2817339794436592,0.0125,1.0,place_name,Udumedura South,,,,,,,,,,,,
,23,0.5393913043478261,0.241746275073387,0.1173,1.0,place_name,Welipola North,,,,,,,,,,,,
,18,0.5393583333333333,0.2819012156193142,0.0,1.0,place_name,Galapola East,,,,,,,,,,,,
,19,0.5392526315789473,0.2677216763075271,0.0,1.0,place_name,Ihalawatta South,,,,,,,,,,,,
,19,0.5391789473684211,0.2543040947128443,0.1136,0.9912,place_name,Panavila South,,,,,,,,,,,,
,18,0.5388583333333333,0.3134032720886659,0.0,1.0,place_name,Nayanuwara East,,,,,,,,,,,,
,21,0.538747619047619,0.2409013026512053,0.1812,1.0,place_name,Polagama Central,,,,,,,,,,,,
,23,0.5382869565217391,0.21485134460058622,0.1219,0.9258,place_name,Udaramulla North,,,,,,,,,,,,
,15,0.5382266666666666,0.29129310586385243,0.0,0.9765,place_name,Welimedura Central,,,,,,,,,,,,
,18,0.5375833333333334,0.25529250639908996,0.1053,1.0,place_name,Udaramulla Central,,,,,,,,,,,,
,23,0.5363130434782609,0.2605010208570956,0.0184,1.0,place_name,Mahawatta North,,,,,,,,,,,,
,23,0.5357500000000001,0.22132865268645177,0.1067,1.0,place_name,Pahalapola Central,,,,,,,,,,,,
,22,0.5353795454545455,0.20529138331086452,0.128,1.0,place_name,Uduthota West,,,,,,,,,,,,
,23,0.5351608695652174,0.21741757004171916,0.0556,1.0,place_name,Panamulla Central,,,,,,,,,,,,
,23,0.5341608695652174,0.2635106923639316,0.056,1.0,place_name,Welimulla South,,,,,,,,,,,,
,22,0.533975,0.2681745885435013,0.1025,1.0,place_name,Pahalamedura West,,,,,,,,,,,,
,22,0.5338727272727273,0.263373125110181,0.0,1.0,place_name,Welivila Central,,,,,,,,,,,,
,24,0.533575,0.2779829369959055,0.0,1.0,place_name,Welipitiya West,,,,,,,,,,,,
,11,0.5327545454545454,0.21118074421516922,0.1964,1.0,place_name,Mahapitiya Central,,,,,,,,,,,,
,20,0.532625,0.21755711137659078,0.2665,1.0,place_name,Kiriwatta,,,,,,,,,,,,
,23,0.5317391304347826,0.2814767469632753,0.0,1.0,place_name,Kirimulla East,,,,,,,,,,,,
,27,0.5317222222222222,0.24327558183662554,0.0,1.0,place_name,Udumulla East,,,,,,,,,,,,
,19,0.5316078947368421,0.22286147806750442,0.0,1.0,place_name,Pahalathota Central,,,,,,,,,,,,
,23,0.5312260869565217,0.28932869671548833,0.0,1.0,place_name,Mahamedura West,,,,,,,,,,,,
,22,0.5309022727272728,0.22948054823535322,0.1673,1.0,place_name,Pahalathota North,,,,,,,,,,,,
,21,0.5303380952380953,0.2549477583274473,0.0,0.9988,place_name,Weliwatta,,,,,,,,,,,,
,26,0.5299673076923077,0.20961747204959214,0.0,1.0,place_name,Weliwatta West,,,,,,,,,,,,
,20,0.5299475,0.18175763248652108,0.23125,1.0,place_name,Nayakanda North,,,,,,,,,,,,
,17,0.5297794117647059,0.2168924272960731,0.0,1.0,place_name,Pahalapola West,,,,,,,,,,,,
,14,0.5297785714285714,0.21342969452607694,0.21925,0.9506,place_name,Kirithota East,,,,,,,,,,,,
,13,0.529573076923077,0.27260328212088153,0.0,1.0,place_name,Uduvila South,,,,,,,,,,,,
,17,0.5293441176470588,0.21855097652089156,0.2536,1.0,place_name,Mahakanda,,,,,,,,,,,,
,20,0.5290549999999999,0.24202605878619546,0.0517,1.0,place_name,Nayamedura North,,,,,,,,,,,,
,19,0.5290078947368421,0.21538312650765037,0.2411,1.0,place_name,Ihalakanda South,,,,,,,,,,,,
,15,0.52894,0.20840007129146024,0.113,0.952,place_name,Kudakumbura East,,,,,,,,,,,,
,15,0.52874,0.21528436941470164,0.0872,0.9387,place_name,Galapola South,,,,,,,,,,,,
,21,0.528647619047619,0.24561411933976354,0.0,1.0,place_name,Nayagama North,,,,,,,,,,,,
,16,0.528215625,0.1892029683688481,0.3052,1.0,place_name,Udumedura East,,,,,,,,,,,,
,17,0.5281882352941176,0.267768393117898,0.0,1.0,place_name,Nayawatta East,,,,,,,,,,,,
,19,0.5279631578947368,0.2526243482822455,0.0,1.0,place_name,Kudathota,,,,,,,,,,,,
,14,0.5279214285714285,0.2586082251609162,0.1104,1.0,place_name,Udaramedura Central,,,,,,,,,,,,
,12,0.5279166666666667,0.2890830985699231,0.0122,1.0,place_name,Kudakanda North,,,,,,,,,,,,
,22,0.5276363636363637,0.31253544339262285,0.0,1.0,place_name,Kirivila East,,,,,,,,,,,,
,23,0.5275543478260869,0.2647479113631423,0.1484,1.0,place_name,Mahanuwara,,,,,,,,,,,,
,18,0.5272638888888889,0.22600289808498136,0.18635,0.9896,place_name,Pahalathota South,,,,,,,,,,,,
,20,0.5268550000000001,0.13783439138099177,0.2571,0.7532,place_name,Kudawatta West,,,,,,,,,,,,
,27,0.5256962962962963,0.24154553915515595,0.1432,1.0,place_name,Kirikanda South,,,,,,,,,,,,
,17,0.5256617647058823,0.26426332720024015,0.0,0.9459,place_name,Udupitiya East,,,,,,,,,,,,
,15,0.5248666666666666,0.21387454155137192,0.0525,0.8164,place_name,Mahanuwara East,,,,,,,,,,,,
,15,0.52458,0.28362094724171155,0.0,1.0,place_name,Galathota North,,,,,,,,,,,,
,21,0.5238904761904761,0.1974449313220319,0.126,1.0,place_name,Panavila West,,,,,,,,,,,,
,10,0.5237499999999999,0.2843005266341314,0.0,1.0,place_name,Pahalapitiya West,,,,,,,,,,,,
,13,0.5236615384615384,0.2225302059588823,0.0,0.8539,place_name,Kudapitiya,,,,,,,,,,,,
,18,0.5235611111111111,0.1897327226541369,0.078,0.8666,place_name,Panakumbura North,,,,,,,,,,,,
,22,0.5231772727272728,0.2307705455576376,0.0,1.0,place_name,Kudavila South,,,,,,,,,,,,
,16,0.523146875,0.21190628075381973,0.1785,1.0,place_name,Nayawatta,,,,,,,,,,,,
,11,0.5226,0.14643479094805303,0.2569,0.7925,place_name,Mahamulla East,,,,,,,,,,,,
,25,0.5223559999999999,0.1992841064075775,0.2106,1.0,place_name,Pahalawatta Central,,,,,,,,,,,,
,21,0.5222666666666667,0.2868292877886311,0.0,1.0,place_name,Pahalakanda South,,,,,,,,,,,,
,20,0.52216,0.20874278153293174,0.2022,1.0,place_name,Polakanda East,,,,,,,,,,,,
,25,0.521252,0.2776983365842631,0.1148,1.0,place_name,Galakumbura,,,,,,,,,,,,
,14,0.5211571428571429,0.231373609672208,0.1703,0.9045,place_name,Udarapola West,,,,,,,,,,,,
,28,0.5211196428571429,0.171647263379856,0.1564,0.905,place_name,Kirikumbura Central,,,,,,,,,,,,
,21,0.5209142857142857,0.2826757051564818,0.0,1.0,place_name,Kudapitiya East,,,,,,,,,,,,
,25,0.520812,0.20799988846150855,0.0,0.9945,place_name,Udaramulla South,,,,,,,,,,,,
,16,0.520690625,0.2760749525151639,0.1436,0.9784,place_name,Ihalakumbura,,,,,,,,,,,,
,15,0.5205433333333332,0.24746024129910146,0.0,1.0,place_name,Kudamedura East,,,,,,,,,,,,
,16,0.5204125,0.22711291134587658,0.0,0.8083,place_name,Welikanda South,,,,,,,,,,,,
,18,0.5201111111111111,0.1499385605109792,0.1541,0.7807,place_name,Polapitiya,,,,,,,,,,,,
,21,0.5197190476190476,0.2155103956171201,0.0,0.9634,place_name,Kirithota North,,,,,,,,,,,,
,21,0.5193309523809523,0.21149685959618317,0.1041,1.0,place_name,Galakanda Central,,,,,,,,,,,,
,20,0.519235,0.22757037610143235,0.1588,0.8857,place_name,Ihalamedura South,,,,,,,,,,,,
,32,0.5190546875000001,0.23101172479648643,0.0428,1.0,place_name,Pahalapola,,,,,,,,,,,,
,19,0.5188315789473684,0.25574265722625583,0.0,1.0,place_name,Polakanda Central,,,,,,,,,,,,
,17,0.5185764705882353,0.23088475894212832,0.1724,0.9732,place_name,Udarathota North,,,,,,,,,,,,
,17,0.5183294117647059,0.19230582988012182,0.1666,0.9621,place_name,Panamedura East,,,,,,,,,,,,
,22,0.5181727272727273,0.233176953410348,0.0,0.9386,place_name,Welikanda North,,,,,,,,,,,,
,18,0.5181444444444445,0.2781243928685449,0.0,1.0,place_name,Panamulla East,,,,,,,,,,,,
,29,0.5178379310344827,0.2560627691097203,0.0,1.0,place_name,Ihalakumbura West,,,,,,,,,,,,
,20,0.517665,0.30247968574678485,0.0,1.0,place_name,Kirikanda East,,,,,,,,,,,,
,21,0.5175619047619048,0.23768678439532662,0.1025,0.8864,place_name,Kirimulla North,,,,,,,,,,,,
,19,0.5175315789473685,0.27245037734243477,0.0,0.981,place_name,Kiriwatta North,,,,,,,,,,,,
,20,0.51717,0.18822713630639248,0.2137,1.0,place_name,Udaranuwara South,,,,,,,,,,,,
,18,0.5171277777777779,0.24828598028591137,0.1301,1.0,place_name,Panamulla West,,,,,,,,,,,,
,19,0.5164552631578947,0.23108692261591432,0.1278,1.0,place_name,Ihalapola,,,,,,,,,,,,
,19,0.5161815789473685,0.2934110849656191,0.0,1.0,place_name,Udarapitiya North,,,,,,,,,,,,
,11,0.5160181818181818,0.2654548165627507,0.0,0.9965,place_name,Kudamedura North,,,,,,,,,,,,
,23,0.5159956521739131,0.2150383987449279,0.103,1.0,place_name,Polawatta,,,,,,,,,,,,
,21,0.5157690476190476,0.2863329515075896,0.0,1.0,place_name,Polakanda South,,,,,,,,,,,,
,28,0.5151821428571429,0.2264976920061813,0.0824,1.0,place_name,Udugama South,,,,,,,,,,,,
,22,0.5150113636363636,0.2646822033935981,0.10805,1.0,place_name,Ihalawatta,,,,,,,,,,,,
,23,0.5148652173913044,0.20816730074345063,0.1013,0.9938,place_name,Panapola South,,,,,,,,,,,,
,27,0.5147722222222222,0.145937449939595,0.1629,0.801,place_name,Pahalagama East,,,,,,,,,,,,
,21,0.514345238095238,0.17702624374987588,0.2443,0.8562,place_name,Nayanuwara West,,,,,,,,,,,,
,16,0.51426875,0.22629726090182065,0.0,0.8595,place_name,Mahakanda East,,,,,,,,,,,,
,24,0.51374375,0.1889517245181149,0.0,0.935,place_name,Welipitiya Central,,,,,,,,,,,,
,21,0.5133547619047619,0.27217843775029366,0.0162,1.0,place_name,Mahapola South,,,,,,,,,,,,
,18,0.5133,0.24175788812485158,0.0,0.9744,place_name,Pahalathota,,,,,,,,,,,,
,23,0.5131826086956522,0.18214949380353868,0.1841,0.8765,place_name,Kudawatta Central,,,,,,,,,,,,
,20,0.5129900000000001,0.19627733574286102,0.0,0.8264,place_name,Nayamedura West,,,,,,,,,,,,
,24,0.5129895833333333,0.24294540269600323,0.0,1.0,place_name,Pahalakanda North,,,,,,,,,,,,
,27,0.5128925925925926,0.25055030958936697,0.0,1.0,place_name,Kirikanda North,,,,,,,,,,,,
,18,0.5128666666666667,0.3041717026711761,0.0,1.0,place_name,Udumulla West,,,,,,,,,,,,
,34,0.5128205882352941,0.21246249548454965,0.0,1.0,place_name,Nayamedura East,,,,,,,,,,,,
,19,0.5127236842105263,0.2435918731359787,0.0,1.0,place_name,Kiripitiya Central,,,,,,,,,,,,
,16,0.512678125,0.1845990582936887,0.1874,0.9158,place_name,Pahalamedura South,,,,,,,,,,,,
,25,0.512398,0.2506426176185261,0.0,1.0,place_name,Galamulla South,,,,,,,,,,,,
,22,0.5123227272727272,0.2413350603696785,0.0,1.0,place_name,Mahavila East,,,,,,,,,,,,
,26,0.5121942307692308,0.19336527471442388,0.1759,1.0,place_name,Pahalamulla South,,,,,,,,,,,,
,17,0.5121,0.23514102151687613,0.0383,0.965,place_name,Mahapitiya South,,,,,,,,,,,,
,16,0.511934375,0.22200172575811958,0.0581,0.9058,place_name,Ihalagama,,,,,,,,,,,,
,17,0.5118176470588236,0.2903514551050462,0.0,1.0,place_name,Kudavila Central,,,,,,,,,,,,
,20,0.5117174999999999,0.24713684749174472,0.0,0.9346,place_name,Polamedura Central,,,,,,,,,,,,
,19,0.5115842105263159,0.2462327157231501,0.0,0.9854,place_name,Kudavila North,,,,,,,,,,,,
,24,0.5114666666666666,0.20569029624903187,0.1106,1.0,place_name,Panapitiya East,,,,,,,,,,,,
,25,0.511102,0.22359708763756286,0.0,0.9316,place_name,Panakumbura,,,,,,,,,,,,
,18,0.5111,0.22408514663220422,0.0759,1.0,place_name,Panapitiya North,,,,,,,,,,,,
,18,0.51085,0.24189962612134616,0.0,1.0,place_name,Kudakumbura Central,,,,,,,,,,,,
,23,0.5107608695652174,0.22264684426877884,0.0,1.0,place_name,Mahagama South,,,,,,,,,,,,
,16,0.5105500000000001,0.19914738260896123,0.1735,0.8061,place_name,Pahalavila Central,,,,,,,,,,,,
,22,0.5098295454545455,0.2408086004728409,0.0,1.0,place_name,Galamulla East,,,,,,,,,,,,
,28,0.5097910714285715,0.26069119522757167,0.0,1.0,place_name,Udaranuwara West,,,,,,,,,,,,
,19,0.5095000000000001,0.18493722358321124,0.2716,1.0,place_name,Mahapola West,,,,,,,,,,,,
,15,0.5094133333333333,0.21406939084147011,0.0631,1.0,place_name,Udaragama Central,,,,,,,,,,,,
,15,0.5090933333333333,0.17831728330088906,0.2361,0.9446,place_name,Polamulla West,,,,,,,,,,,,
,16,0.508884375,0.24741403740743978,0.0,1.0,place_name,Panakanda Central,,,,,,,,,,,,
,16,0.5087875000000001,0.2045175848185187,0.1243,0.9844,place_name,Welikumbura South,,,,,,,,,,,,
,25,0.508348,0.23302274767355516,0.0,1.0,place_name,Kudapitiya South,,,,,,,,,,,,
,18,0.5080777777777779,0.2269724479406763,0.0,0.81135,place_name,Mahapitiya,,,,,,,,,,,,
,19,0.5080368421052631,0.22618449993687875,0.3121,1.0,place_name,Galakanda East,,,,,,,,,,,,
,20,0.5073875,0.21788674138728226,0.0,0.927,place_name,Galapola Central,,,,,,,,,,,,
,18,0.5069166666666667,0.28662538576460017,0.1004,1.0,place_name,Pahalapitiya Central,,,,,,,,,,,,
,19,0.5068842105263158,0.26556131801474964,0.0,0.8724,place_name,Pahalavila North,,,,,,,,,,,,
,19,0.506371052631579,0.2299555544712146,0.1291,0.99,place_name,Polamedura,,,,,,,,,,,,
,22,0.5063409090909091,0.2731773253838907,0.0,1.0,place_name,Welipola Central,,,,,,,,,,,,
